mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
11.30312712987264,0.3689805633010103,3.668710390726725,0.19430470265797564,80,10,4,sqrt,12,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 12}",0.8020439533048066,0.8060183611016661,0.8128171790462609,0.8069598311509112,0.004448248539916415,3,0.820250851399618,0.8178789795488087,0.8194813621046904,0.8192037310177057,0.0009880125790395304
11.083019653956095,0.24022671073476243,3.642110904057821,0.06485415665475218,80,10,1,sqrt,12,"{'n_estimators': 80, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12}",0.8018867924528302,0.8076825235309082,0.8114299995834549,0.806999771855731,0.003925796137682904,2,0.8204913046214521,0.820580641098306,0.8196332792815267,0.8202350750004284,0.0004270939139426956
44.22159711519877,0.06802851926817201,0.28339378039042157,0.055773491571242464,180,10,2,0.6,18,"{'n_estimators': 180, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.6, 'max_depth': 18}",0.8347426319678187,0.837873754152824,0.8406868786459617,0.8377677549222015,0.002427885777148898,1,0.8913921880739561,0.8938408021280949,0.8901231290711208,0.8917853730910573,0.0015429882442612123
